Epoch,Training Loss,Validation Loss,Validation MAE,Best Epoch
1,0.04624744047198379,0.05184171229232976,1306.445601851852,Yes
2,0.04377752437926175,0.05308367882245853,1425.3871527777778,No
3,0.04312039258187277,0.05047685128671152,957.2077546296297,Yes
4,0.04051721305177923,0.04964058487503617,736.9515335648148,Yes
5,0.04110097885131836,0.04989208998503508,937.5715663580247,No
6,0.04050092111554062,0.050236637209668575,1161.9510030864199,No
7,0.041446376265141,0.04952012168036567,723.0821277006173,Yes
8,0.04065317438359846,0.04907940346517681,688.7019675925926,Yes
9,0.03826038042704264,0.049236038584768035,883.8768325617284,No
10,0.04272754150524474,0.04875859507807979,688.9775270061729,No
11,0.03858834818789834,0.0488555137022042,708.2632137345679,No
12,0.03817233704684073,0.04916555498853142,898.5316358024692,No
13,0.042211520044427166,0.04992800583074122,1081.9778163580247,No
14,0.037306124703925955,0.04823282618581513,813.730613425926,No
15,0.040264472626803216,0.05081404580010308,1332.5374228395062,No
16,0.03894555359555964,0.04789581416565695,644.1325231481482,Yes
17,0.038250253911603964,0.04774677606276524,700.5080536265432,No
18,0.04035609228569165,0.04860220426394616,798.1814718364197,No
19,0.03953206330014948,0.04810535760573399,674.3456790123457,No
20,0.038951087416264046,0.04878000271173171,762.3427854938271,No
21,0.04262945526524594,0.047455051798879364,640.0645254629629,Yes
22,0.03780131172715572,0.04767958323160807,741.6533082561729,No
23,0.03566951500742059,0.04742109922715175,640.2276234567901,No
24,0.039676068121926825,0.04748274367532612,662.8277874228395,No
25,0.03897654801084284,0.04839612230842496,760.7784529320987,No
26,0.03876167431212308,0.04789407459306128,763.7636959876543,No
27,0.03869793707864326,0.04809814912301523,893.5846836419753,No
28,0.035156806310017906,0.04690438141057521,628.9217785493827,Yes
29,0.03716191074304413,0.0471482100310149,585.4360532407408,Yes
30,0.03664742018047132,0.04685707445497866,684.7537133487655,No
31,0.03755897806401838,0.04662048080821096,640.7810570987655,No
32,0.037759061445269665,0.046946466704945504,659.3822337962963,No
33,0.037239534813061095,0.046743284037083756,624.6666666666666,No
34,0.037742572918272856,0.0464358741854444,575.8160686728395,Yes
35,0.037481077930383515,0.046626644369996625,676.8819444444445,No
36,0.03905080494127775,0.046346952885757256,589.4724633487655,No
37,0.03769278526306152,0.046454420796147096,638.0603298611111,No
38,0.03873559884857713,0.04670005080140667,762.0488040123457,No
39,0.03750523349695038,0.04590320587158203,565.3980999228395,Yes
40,0.03584618317453485,0.04682654215965742,677.6582754629629,No
41,0.03630268364621882,0.045889351103040904,738.0803915895061,No
42,0.03534958237095883,0.04666654563244478,726.0973186728395,No
43,0.037759111638654745,0.04684867387936439,750.2007137345679,No
44,0.03671826814350329,0.046742389231552314,647.8431230709876,No
45,0.035203841694614345,0.04635401713995286,604.2579089506173,No
46,0.036930226443106666,0.045495695537990995,580.713493441358,No
47,0.03865511793839304,0.045744719328703706,574.6570216049382,No
48,0.03444093779513711,0.04555250391548062,543.5674672067901,Yes
49,0.03673870939957468,0.045356179461067105,538.588638117284,Yes
50,0.037953585909124,0.04574790412997022,671.2610918209876,No
51,0.0340394701874047,0.04567397082293475,597.6752989969136,No
52,0.03850275173521878,0.045020456667299626,593.256462191358,No
53,0.03765030492816055,0.04827699837861238,722.9384645061729,No
54,0.03499341220186468,0.04572572237179603,653.1324266975308,No
55,0.037090368438185306,0.045057067164668334,551.8785204475308,No
56,0.035244146982828774,0.04525273228869026,683.1606385030864,No
57,0.03505077905822219,0.04499550218935366,555.3645833333334,No
58,0.03794254336440772,0.04544497713630582,587.1558641975308,No
59,0.038044297904299015,0.045277972280243294,583.3863811728395,No
60,0.03465590978923597,0.04538238784413279,609.9538483796297,No
61,0.035252859717921206,0.04527546152656461,616.3450038580247,No
62,0.035381676857931574,0.044737294868186665,581.8330922067901,No
63,0.03724915521186695,0.044807887371675466,560.3616898148148,No
64,0.03757350904899731,0.0449413075859164,624.6566840277778,No
65,0.036441376334742495,0.04475314528853805,625.2985628858024,No
66,0.03567076565926535,0.045426356939621916,628.2518325617284,No
67,0.033707583159731144,0.045101836875632954,688.4794077932099,No
68,0.035877871931644906,0.04431937358997486,580.8781346450618,No
69,0.03580087109615928,0.04431600335203571,538.2910879629629,Yes
70,0.03216529519934403,0.04469327279079108,542.8035300925926,No
71,0.039214021281192175,0.04498329280335226,560.542293595679,No
72,0.0351654521205969,0.04491856657428506,653.7123360339506,No
73,0.03743134465133935,0.04678083349157263,756.7814429012345,No
74,0.037818335650259986,0.04490322536892361,587.336467978395,No
75,0.03372698290306225,0.04427721470962336,558.1468460648148,No
76,0.03370072130571332,0.044873967582796825,565.1788676697531,No
77,0.03718275772897821,0.044544991151786145,571.8400848765432,No
78,0.03704127094201874,0.04650191907529478,651.704475308642,No
79,0.036788831677353175,0.044554436648333515,533.5914351851852,Yes
80,0.03713409524214895,0.04430826210681303,547.436149691358,No
81,0.03463772723549291,0.04413864936357663,541.1669560185185,No
82,0.03430540519848205,0.04465214117073718,592.7697241512345,No
83,0.034947893075775685,0.04429393933143145,595.5594135802469,No
84,0.03709181568078827,0.044139832626154396,523.2566550925926,Yes
85,0.03773794257849978,0.044243191495353794,534.1690779320987,No
86,0.036021040197004354,0.04491825456972475,646.3365162037037,No
87,0.03352268327746475,0.044543819662965375,581.3799672067901,No
88,0.035454524190802326,0.04411820423455886,574.1982060185185,No
89,0.03346090567739386,0.0440884225162459,576.0747010030864,No
90,0.03391884293472558,0.04491525226169162,581.3595679012345,No
91,0.030823971095838044,0.04419300291273329,605.1667148919753,No
92,0.03769850730895996,0.043866716785195436,507.92139274691357,Yes
93,0.03777377647266053,0.044379375599048754,559.73046875,No
94,0.03530365124083402,0.044022465929572964,590.816261574074,No
95,0.03469858880628619,0.044034722410602335,566.9182581018518,No
96,0.03447219572569195,0.04495137120470589,631.8765914351852,No
97,0.037233507424070125,0.043589274088541664,521.2707851080247,No
98,0.03421525369610703,0.0443068610297309,542.4464699074074,No
99,0.03303369304590058,0.04368922151165244,509.13334297839504,No
100,0.03560976814805416,0.04433975101988993,632.0141782407408,No
101,0.0343015193939209,0.043674357143449194,522.8190104166666,No
102,0.03346931306939376,0.04352465971016589,563.4344135802469,No
103,0.03489106998108981,0.04391838003087927,670.442611882716,No
104,0.03575639557420162,0.04369233272693775,495.7839023919753,Yes
105,0.03325333093342028,0.04455867225741163,579.1076388888889,No
106,0.03531527100947865,0.04349677062328951,625.2298418209876,No
107,0.03807033572280616,0.04354702984845197,557.5364583333334,No
108,0.0364068725652862,0.04365504523854197,523.9717399691358,No
109,0.03654625123007256,0.04381223961159035,547.535300925926,No
110,0.03423615505820826,0.04322103217796043,543.0583526234568,No
111,0.0338286140508819,0.04380423051339609,576.6535011574074,No
112,0.03392963242112545,0.042885915732678075,508.17177854938274,No
113,0.03328504687861392,0.043741196761896584,727.4068769290124,No
114,0.03460169256779186,0.04351110811586733,519.430362654321,No
115,0.032674933734693025,0.04400859938727485,619.8237364969136,No
116,0.03564417989630448,0.043107945242045836,510.17881944444446,No
117,0.03450221346135725,0.043906205966148845,580.8470293209876,No
118,0.036054703227260655,0.04389022603447055,641.0535300925926,No
119,0.03293679680740624,0.04332799676023884,532.4690393518518,No
120,0.0338359652904042,0.04401940475275487,585.4279513888889,No
121,0.033356695844416036,0.043435014324423704,626.773967978395,No
122,0.034029343671966014,0.04387052559558256,545.0139853395061,No
123,0.03442030622248064,0.043534820462450566,627.1567322530864,No
124,0.03333198396783126,0.04283090285312982,477.4099151234568,Yes
125,0.03270674797526577,0.0432720007719817,511.0945216049383,No
126,0.034646425330848024,0.043455291677404334,522.6984471450618,No
127,0.035315174805490596,0.04365574872052228,521.9741030092592,No
128,0.03253098538047389,0.042999226369975524,629.749469521605,No
129,0.034382728108188564,0.043406274583604604,605.5446566358024,No
130,0.033115784327189125,0.04263904948293427,502.33863811728395,No
131,0.03370328325974314,0.0443140960034029,584.4133391203703,No
132,0.036103909475761545,0.0425536279325132,497.345630787037,No
133,0.03167112668355306,0.04282368848353257,475.5933641975309,Yes
134,0.032652053916663454,0.04253195538932895,487.8824749228395,No
135,0.030960484554893093,0.042762694535432036,508.321662808642,No
136,0.035261254561574834,0.04345078232847614,672.636863425926,No
137,0.03657441808466326,0.0428810472841616,519.1020447530864,No
138,0.03441129023568672,0.04332671342072664,562.5108024691358,No
139,0.03245510971337034,0.04297737133355788,507.98910108024694,No
140,0.03327301092315139,0.042900415114414545,543.4252989969136,No
141,0.033942954582080506,0.04292824827594521,504.57769097222223,No
142,0.0349082821293881,0.04299200317006052,543.6705729166666,No
143,0.03451715645037199,0.044446839226616755,574.6426986882716,No
144,0.03345700732448645,0.04263813701676734,537.2527970679013,No
145,0.03286986392841004,0.043365260701120636,635.524643132716,No
146,0.032747162015814534,0.04265476450508023,485.4440586419753,No
147,0.03433607753954435,0.042833557835331666,483.2749324845679,No
148,0.033694116692794,0.043338119247813285,646.4132908950618,No
149,0.03253559480633652,0.043185643207879716,567.1964699074074,No
150,0.033769080513402036,0.04243406543025264,488.0399787808642,No
151,0.03309243603756553,0.0428023514924226,494.71190200617286,No
152,0.03205677082664088,0.042674891742659204,562.203800154321,No
153,0.033542279611554066,0.04285543347582405,506.34519675925924,No
154,0.033594512102896705,0.04214620590209961,534.7514467592592,No
155,0.0320161079105578,0.04361598285627954,592.6504629629629,No
156,0.03467447297614917,0.04273554719524619,503.68793402777777,No
157,0.03057005530909488,0.04240317992222162,506.06148726851853,No
158,0.03163732980426989,0.04211726306397238,494.679012345679,No
159,0.033971353581077175,0.04253333880577558,596.7483603395061,No
160,0.032318238626446644,0.043186799979504246,554.0525655864197,No
161,0.03178775101377253,0.042522445137118114,494.9488329475309,No
162,0.029426932334899902,0.0426408479243149,491.88044945987656,No
163,0.03534157234325744,0.04196629995181237,486.75385802469134,No
164,0.03339422794810513,0.042896158901261694,592.9254918981482,No
165,0.031185342554460493,0.04277286706147371,513.2712673611111,No
166,0.03419377511007744,0.04665264082543644,1181.102912808642,No
167,0.03102907799837882,0.04277074778521502,508.9064429012346,No
168,0.033029899262545404,0.0423392896299009,486.09375,No
169,0.03485731911240963,0.04299216211577992,570.9170524691358,No
170,0.03236894440232662,0.042987705748758195,504.76962770061726,No
171,0.03238719388058311,0.042827850506629475,565.1424093364197,No
172,0.03429782599733587,0.042975790706681616,547.1279899691358,No
173,0.03198385029508356,0.04207922205512906,507.05796682098764,No
174,0.03654311414350543,0.04244736388877586,520.5865162037037,No
175,0.033945380595692416,0.04210082984264986,494.30222800925924,No
176,0.03222148041976126,0.042116418296908154,531.914207175926,No
177,0.03289793248762164,0.044074541256751545,975.199749228395,No
178,0.0314765311124032,0.04214219399440436,501.75245949074076,No
179,0.03200517411817584,0.04209378913596824,494.78125,No
180,0.03076548743666264,0.04170072814564646,544.4794560185185,No
181,0.031789915603503846,0.042063124385880835,515.5809220679013,No
182,0.03355669766141657,0.04247511757744683,498.5911458333333,No
183,0.034106804613481485,0.042121975510208694,488.5464891975309,No
184,0.03373740012185615,0.04248655872580446,550.1338252314815,No
185,0.035392405693991144,0.042123612062430676,478.98350694444446,No
186,0.032721586394728275,0.042973995208740234,667.8988233024692,No
187,0.035566062258000956,0.04223691975628888,475.35001929012344,Yes
188,0.03176219630659672,0.04240894611970878,509.82990933641975,No
189,0.03414412966945715,0.04269849518199026,712.5813078703703,No
190,0.03337113899097108,0.04188126104849356,467.4112654320988,Yes
191,0.030263057926244903,0.041852076848347984,571.4980227623457,No
192,0.032722761756495425,0.04198996225992838,469.9722704475309,No
193,0.03481255079570569,0.04237769268177174,539.3078221450618,No
194,0.03449560048287375,0.04218290175920651,491.02001350308643,No
195,0.031024324266534103,0.04165684440989553,488.24074074074076,No
196,0.03192691217389023,0.041698308638584466,512.8161168981482,No
197,0.03173542859261496,0.041807342458654334,492.57576195987656,No
198,0.03162179495158948,0.0415985878602958,552.0328896604939,No
199,0.03430718497226113,0.04134844261922954,488.07913773148147,No
200,0.033176271538985405,0.04197108892746913,602.8762538580247,No
